data_cell_id	data_cell_id.1	data_cell_id.2	ri_row	ri_col	synergy_loewe
63	49836020	5394	-7.133415275	17.39258943	9.346018623
63	2391	5394	-0.004898311	17.39258943	18.08695556
63	6917733	5394	30.87807805	17.39258943	-4.706271439
63	73357457	5394	6.807339685	17.39258943	75.26237363
63	135398492	5394	13.61171071	17.39258943	30.44031248
63	135659062	5394	26.08658094	17.39258943	36.47472255
63	46930981	5394	73.39194979	17.39258943	-0.951659226
63	2415	5394	-7.888046065	17.39258943	10.25692919
63	135402864	5394	54.51818758	17.39258943	9.093361749
63	9926054	5394	14.58884782	17.39258943	42.67123953
63	5495818	5394	-3.714771719	17.39258943	3.103486467
63	54682040	5394	9.210908145	17.39258943	5.217014418
63	24785538	5394	84.31891733	17.39258943	6.636824599
63	24794418	5394	1.582805601	17.39258943	35.70933751
63	44155856	5394	0.929350051	17.39258943	34.80380521
63	57662985	5394	-21.0240803	17.39258943	11.34754465
63	210172	5394	-3.098452022	17.39258943	11.77005175
63	387447	5394	97.83114787	17.39258943	1.45306316
63	185462	5394	9.481298874	17.39258943	1.544009468
63	5328940	5394	40.23290749	17.39258943	33.16831305
63	5287620	5394	90.52742202	17.39258943	2.192412003
63	54405	5394	16.93990874	17.39258943	2.767017116
63	68844	5394	-9.469488413	17.39258943	19.64312529
63	11234052	5394	-2.798314127	17.39258943	29.74386573
63	11154925	5394	10.46310905	17.39258943	14.40634916
63	3654103	5394	-11.09537325	17.39258943	11.41027972
63	2438	5394	-1.141298823	17.39258943	8.531505038
63	23693301	5394	15.50823496	17.39258943	11.63613646
63	5702220	5394	-6.224053656	17.39258943	6.598531705
63	5281067	5394	-4.439054424	17.39258943	12.82294323
63	2453	5394	10.70539989	17.39258943	37.85810764
63	442021	5394	-25.10514039	17.39258943	13.94261124
63	49867928	5394	10.38259944	17.39258943	36.68986283
63	49769085	5394	19.10002215	17.39258943	0.636850607
63	5281004	5394	1.158573511	17.39258943	-16.6388237
63	2466	5394	-5.711073755	17.39258943	-12.76487166
63	6420013	5394	-2.00419839	17.39258943	2.811226075
63	2471	5394	9.972239608	17.39258943	5.322591311
63	16654980	5394	89.71473764	17.39258943	0.472858448
63	64737	5394	1.978112384	17.39258943	6.154913868
63	36431	5394	6.358489679	17.39258943	0.145412929
63	2478	5394	-19.36656571	17.39258943	14.96940317
63	5281222	5394	-7.971960167	17.39258943	12.6061233
63	443867	5394	0.559082546	17.39258943	4.238576668
63	47471	5394	-3.698082891	17.39258943	20.37665057
63	6852391	5394	13.61970375	17.39258943	2.00857004
63	10077147	5394	92.50760346	17.39258943	1.022451792
63	11754511	5394	-9.555103367	17.39258943	36.04126249
63	56649450	5394	-2.578563247	17.39258943	49.46310161
63	9854073	5394	88.06121512	17.39258943	2.292756793
63	25102847	5394	27.4750948	17.39258943	59.95689234
63	689043	5394	8.911457762	17.39258943	1.319808487
63	5281787	5394	3.788658708	17.39258943	12.26652407
63	5283731	5394	1.476563918	17.39258943	-0.662558757
63	5280453	5394	20.38329648	17.39258943	-8.992876476
63	62859	5394	3.745817502	17.39258943	24.16323767
63	5284360	5394	-2.345509168	17.39258943	-10.0749002
63	24360	5394	83.09472404	17.39258943	0.417354673
63	24812758	5394	8.838422206	17.39258943	3.772443917
63	2541	5394	-11.41897971	17.39258943	7.960489385
63	2540	5394	-3.42465608	17.39258943	10.52655362
63	156414	5394	7.986868689	17.39258943	33.67848797
63	60953	5394	30.33646075	17.39258943	-12.4216481
63	44093	5394	6.659195947	17.39258943	8.369889761
63	135511839	5394	-9.792409201	17.39258943	19.62917911
63	2554	5394	1.151057465	17.39258943	2.781953417
63	135705561	5394	-18.29939121	17.39258943	18.49336949
63	20933	5394	-21.14660156	17.39258943	18.12485454
63	636402	5394	-5.394407844	17.39258943	6.142041671
63	34359	5394	8.936938382	17.39258943	10.0834619
63	31072	5394	-24.95209324	17.39258943	14.79527882
63	426756	5394	6.629191105	17.39258943	9.288214767
63	11556711	5394	98.19147621	17.39258943	1.265717962
63	2577	5394	-12.91145969	17.39258943	7.426376845
63	2581	5394	14.12595171	17.39258943	-0.279945501
63	2585	5394	-8.989149732	17.39258943	9.471793876
63	6850808	5394	14.74407788	17.39258943	-13.30362933
63	5458190	5394	0.305394243	17.39258943	9.063149944
63	44224135	5394	-10.66365922	17.39258943	-5.556863814
63	1204893	5394	-16.07561523	17.39258943	-1.25363476
63	2733079	5394	-7.52507116	17.39258943	-2.979004107
63	17751819	5394	5.088750852	17.39258943	22.94806117
63	16202152	5394	64.52029439	17.39258943	6.920104714
63	25154041	5394	85.90647246	17.39258943	11.0615997
63	9933475	5394	58.6716028	17.39258943	37.07247161
63	6915944	5394	7.544722475	17.39258943	-0.968097359
63	6437877	5394	2.86205108	17.39258943	4.420776855
63	44187	5394	11.05050915	17.39258943	-3.565692064
63	9830519	5394	17.52323319	17.39258943	-0.558747472
63	6328657	5394	-16.06730389	17.39258943	9.693955868
63	2662	5394	-3.387674506	17.39258943	-14.68603211
63	24800541	5394	97.40726755	17.39258943	2.061241702
63	56846693	5394	19.36020848	17.39258943	55.50445167
63	57336812	5394	25.56091009	17.39258943	45.99699789
63	27447	5394	-9.169558541	17.39258943	4.322447707
63	6436208	5394	88.86140219	17.39258943	2.866637686
63	10206	5394	-15.47371243	17.39258943	34.1292949
63	55182	5394	10.30704279	17.39258943	10.25544682
63	5974	5394	13.88712734	17.39258943	70.42265152
63	31239	5394	85.59263718	17.39258943	8.267888905
63	1554210	5394	-18.71924943	17.39258943	11.03538742
63	49784945	5394	46.97039952	17.39258943	22.09236353
63	10133	5394	-14.32184727	17.39258943	7.455732847
63	135399748	5394	85.95496565	17.39258943	1.883115711
63	53396311	5394	5.025637037	17.39258943	45.606302
63	5959	5394	4.11697124	17.39258943	-0.981813775
63	2717	5394	-1.786550545	17.39258943	18.70235532
63	1732	5394	3.20396124	17.39258943	2.616863725
63	1794427	5394	4.607516991	17.39258943	7.809165012
63	2720	5394	-4.171319648	17.39258943	5.210541242
63	2722	5394	34.6510246	17.39258943	30.55695861
63	5281068	5394	-11.43361572	17.39258943	36.55065487
63	6240	5394	-11.62251067	17.39258943	10.3900603
63	2727	5394	1.534457688	17.39258943	-12.37468329
63	667467	5394	-9.60623484	17.39258943	6.3594417
63	6301	5394	56.1169797	17.39258943	14.46944112
63	2733	5394	-23.47074043	17.39258943	-3.132869395
63	6209	5394	-19.8096661	17.39258943	18.12718513
63	2741	5394	0.530236993	17.39258943	11.72721424
63	5281607	5394	5.23925948	17.39258943	0.706984369
63	10208	5394	-29.37722958	17.39258943	3.471581636
63	2746	5394	-6.958090192	17.39258943	4.282950461
63	2749	5394	78.06730633	17.39258943	-1.822339522
63	38911	5394	82.78290942	17.39258943	-7.970558097
63	56330	5394	-3.49279081	17.39258943	11.81628827
63	176873	5394	-11.9691962	17.39258943	41.70476371
63	5282138	5394	-16.22873934	17.39258943	12.59458784
63	151170	5394	0.802392497	17.39258943	-3.462456415
63	2754	5394	-2.974241187	17.39258943	-0.989267654
63	2756	5394	-5.216855437	17.39258943	7.576791966
63	156418	5394	-5.365642192	17.39258943	18.13889982
63	101744	5394	-0.672327099	17.39258943	0.82283591
63	8593	5394	-11.44343508	17.39258943	12.04410709
63	5282458	5394	-3.190490822	17.39258943	1.647251836
63	2762	5394	-1.271791293	17.39258943	18.51611424
63	2763	5394	-16.46876724	17.39258943	5.382751317
63	6422124	5394	-0.864033621	17.39258943	15.27275491
63	62886	5394	-17.28694695	17.39258943	-3.221650982
63	135804801	5394	1.636394761	17.39258943	4.396410878
63	20279	5394	74.43130865	17.39258943	4.712181915
63	84029	5394	-19.56002636	17.39258943	5.250605674
63	5281069	5394	-20.36823873	17.39258943	15.23320845
63	153994	5394	-13.27469895	17.39258943	7.785902846
63	73115	5394	-7.611237529	17.39258943	16.81316096
63	37907	5394	20.16415753	17.39258943	7.346304685
63	443385	5394	-14.05233009	17.39258943	7.230926976
63	16051951	5394	-16.90184448	17.39258943	6.703788951
63	16052038	5394	-14.27107368	17.39258943	0.31072098
63	2787	5394	-16.5960824	17.39258943	12.85509265
63	32798	5394	-1.775635346	17.39258943	-9.469956747
63	119182	5394	84.06118144	17.39258943	1.487226918
63	2794	5394	-10.5656468	17.39258943	20.49539746
63	2797	5394	-12.52032692	17.39258943	17.68824968
63	3033832	5394	-9.734614844	17.39258943	25.57719082
63	68539	5394	-5.644984736	17.39258943	11.28402762
63	20179	5394	-17.46723378	17.39258943	-6.784190299
63	60606	5394	6.621160415	17.39258943	8.150060769
63	23360	5394	-0.491539154	17.39258943	5.307650565
63	43231	5394	-17.38094978	17.39258943	2.955307389
63	42574	5394	11.46533109	17.39258943	2.515146507
63	23683671	5394	-15.47743499	17.39258943	2.941646426
63	2812	5394	4.985128027	17.39258943	26.95699433
63	23675320	5394	-9.657850631	17.39258943	13.70198858
63	135398737	5394	5.379200592	17.39258943	2.709712139
63	59174579	5394	0.792454159	17.39258943	26.77381468
63	57335384	5394	1.749220468	17.39258943	31.33465384
63	25151504	5394	-11.65380484	17.39258943	1.871549837
63	216322	5394	5.237502983	17.39258943	3.594854094
63	5745	5394	-1.747658876	17.39258943	9.584910148
63	5281437	5394	0.639686569	17.39258943	6.620119099
63	323	5394	-20.6501155	17.39258943	13.77711083
63	10158940	5394	64.41901797	17.39258943	10.43791899
63	9874913	5394	-4.323906307	17.39258943	12.07401415
63	9843900	5394	-7.871629852	17.39258943	9.597771184
63	24770514	5394	1.978405186	17.39258943	-7.932831724
63	10366136	5394	69.60793887	17.39258943	5.878682097
63	11626560	5394	76.21422172	17.39258943	10.11437509
63	160254	5394	51.33266675	17.39258943	8.010752787
63	11057	5394	76.29413496	17.39258943	2.087701226
63	11646823	5394	-10.90170142	17.39258943	8.27750592
63	24756910	5394	81.22090115	17.39258943	18.07235409
63	54575456	5394	99.78770873	17.39258943	-0.012368242
63	969516	5394	11.06498003	17.39258943	17.49654385
63	14240392	5394	-3.892391703	17.39258943	8.494335689
63	24748573	5394	-17.22371219	17.39258943	15.44206105
63	6420138	5394	83.18941366	17.39258943	2.132515552
63	7533	5394	-0.254779031	17.39258943	-0.56218433
63	2893	5394	-12.93986985	17.39258943	13.18192766
63	67533	5394	-3.633455246	17.39258943	1.208374386
63	25050	5394	64.84335668	17.39258943	1.404480536
63	2907	5394	-14.35953689	17.39258943	5.81815527
63	5284373	5394	-12.99337742	17.39258943	26.23797346
63	5284373	5394	13.70966628	17.39258943	32.31927286
63	13770	5394	-15.7526839	17.39258943	-4.481563027
63	9880	5394	4.042072016	17.39258943	14.86804459
63	47866	5394	-5.344177014	17.39258943	1.368459509
63	9082	5394	-3.462890359	17.39258943	-8.108594583
63	25062766	5394	52.82058247	17.39258943	29.55388467
63	6253	5394	80.79761773	17.39258943	-6.19018308
63	13804	5394	-11.11680709	17.39258943	11.64776509
63	10235	5394	2.640590644	17.39258943	-3.090719302
63	42623951	5394	-1.785463687	17.39258943	14.380083
63	6251	5394	1.218516538	17.39258943	2.97824022
63	6613	5394	-6.843764229	17.39258943	-1.294358107
63	216210	5394	-4.427990374	17.39258943	8.898174634
63	44462760	5394	-8.858873991	17.39258943	12.52922684
63	135398738	5394	31.34423593	17.39258943	-17.32326411
63	25154714	5394	-5.886695446	17.39258943	7.605939238
63	11511120	5394	-4.943253738	17.39258943	69.6941687
63	5281708	5394	-0.814231271	17.39258943	16.46185229
63	6918540	5394	-11.53827838	17.39258943	0.682206784
63	11285588	5394	1.282793506	17.39258943	-1.09871899
63	11442891	5394	79.05785426	17.39258943	7.810366418
63	24906252	5394	-17.46986881	17.39258943	-5.455200117
63	5280569	5394	-3.052339677	17.39258943	-2.613659043
63	214347	5394	20.46418541	17.39258943	53.17211065
63	71352	5394	-9.320680351	17.39258943	18.05231249
63	5311272	5394	-15.27079298	17.39258943	17.13351305
63	16134395	5394	14.83441592	17.39258943	1.24434198
63	444030	5394	19.3612321	17.39258943	-5.070409865
63	23725083	5394	-4.815241621	17.39258943	10.1858536
63	3062316	5394	83.50468097	17.39258943	11.89652079
63	676352	5394	-17.45083924	17.39258943	19.72150591
63	25066467	5394	77.04165885	17.39258943	16.11799847
63	10921	5394	-11.90497876	17.39258943	10.51109318
63	451668	5394	1.721320815	17.39258943	22.74112457
63	214348	5394	19.65452915	17.39258943	33.66052043
63	189821	5394	-5.021515354	17.39258943	-9.693490118
63	11222830	5394	-12.96978872	17.39258943	20.87036801
63	5881	5394	-14.97158335	17.39258943	-11.43346022
63	11745519	5394	-0.188803683	17.39258943	10.57142961
63	9819382	5394	-16.93113272	17.39258943	7.169381256
63	124087	5394	-6.105166493	17.39258943	20.92112246
63	5311066	5394	-18.10356577	17.39258943	7.652301534
63	125017	5394	-8.515416707	17.39258943	15.87941492
63	9800068	5394	-6.767626231	17.39258943	7.708052664
63	56031	5394	3.758707406	17.39258943	14.08089667
63	5743	5394	20.26879558	17.39258943	-18.59494097
63	9578005	5394	0.466459413	17.39258943	2.931678763
